message,label
License {0} renewed,0
Performance {0} completed,0
Receive {0} by clicking here,1
You have won special bonus! Click the link now,1
Congratulations you are selected for {0},1
Your account requires free shipping,1
New {0} available in your account,0
Stop! You are missing out on {0},1
Delivery {0} confirmed,0
New opportunity for {0},1
You have won inheritance! Click the link now,1
Discussion newsletter from your favorite blog,0
Calendar invitation for {0},0
Payroll {0} processed,0
Status update on {0} project,0
Action required on your {0},1
Your {0} has been updated,0
Click here to {0},1
Expense report {0} submitted,0
Order {0} shipped,0
Verify your exclusive access immediately,1
Special instant rebate just for you,1
Delivery {0} confirmed,0
Secure your {0} instantly,1
Performance {0} completed,0
Payroll {0} processed,0
8am with colleagues at 8am,0
Claim your free investment opportunity today,1
Hotel {0} reservation confirmed,0
Performance {0} completed,0
Exclusive {0} for VIP members,1
Permit {0} approved,0
Claim your free payment confirmation today,1
Your secret offer is about to expire,1
Payroll {0} processed,0
Confirmation {0} email sent,0
July attached for last month services,0
{0} has been awarded to you,1
Verify your lottery prize immediately,1
Re-activate your {0} account,1
Confirm your {0} details,1
Get lottery prize with this simple trick,1
Click to receive your {0},1
Your {0} password expires soon,0
Your {0} subscription renewed,0
Complete {0} registration now,1
Course {0} enrollment confirmed,0
Complete {0} registration now,1
Confirmation {0} email sent,0
Application {0} accepted,0
11am with colleagues at 11am,0
{0} training session scheduled,0
You qualified for {0},1
Status update on {0} project,0
Review {0} feedback sent,0
Claim {0} within 24 hours,1
Your {0} has been updated,0
Contract {0} approved,0
Verify your crypto reward immediately,1
License {0} renewed,0
Final notice: {0} expires today,1
Application {0} accepted,0
Your {0} needs attention,1
Project deadline extended to Q1,0
Your {0} subscription renewed,0
Get gift card with this simple trick,1
Document {0} requires your approval,0
Click here to {0},1
{0} opportunity ends today,1
Permit {0} approved,0
Your {0} request approved,1
Seminar attached for last month services,0
{0} ticket booked,0
Confirm your {0} details,1
Q1 attached for last month services,0
Reminder your Monday is tomorrow,0
{0} alert from security team,1
Meeting notes {0} attached,0
{0} report is ready to view,0
Action required on your {0},1
Verification {0} completed,0
Suspicious activity on your bonus payment,1
Your {0} password expires soon,0
Reminder your Schedule is tomorrow,0
Action required on your {0},1
Your {0} needs attention,1
Calendar invitation for {0},0
Your emergency update is about to expire,1
New opportunity for {0},1
{0} ticket booked,0
{0} training session scheduled,0
Suspicious activity on your free shipping,1
Stop! You are missing out on {0},1
Your {0} needs attention,1
Saturday with colleagues at Saturday,0
Delivery {0} confirmed,0
Expense report {0} submitted,0
Review {0} feedback sent,0
Claim your free free vacation today,1
Congratulations you are selected for {0},1
January appointment confirmed,0
Invoice dinner tonight at home,0
Get bank account with this simple trick,1
Your {0} needs attention,1
New {0} available in your account,0
{0} notification alert,1
Suspicious activity on your bank account,1
{0} notification alert,1
Unlock your {0} instantly,1
Action required on your {0},1
Don't miss out on this wire funds,1
Your {0} access will be revoked,1
Your {0} subscription renewed,0
Your {0} subscription renewed,0
Certificate {0} issued,0
Claim your free personal details today,1
Your {0} needs attention,1
Flight {0} departure reminder,0
{0} alert from security team,1
Contract {0} approved,0
Reminder your Workshop is tomorrow,0
{0} notification alert,1
Receive {0} by clicking here,1
Act now to get money transfer,1
Document {0} requires your approval,0
New opportunity for {0},1
Reminder your 8am is tomorrow,0
Special nft collection just for you,1
Congratulations you are selected for {0},1
Timesheet {0} recorded,0
Team {0} scheduled for tomorrow,0
Your bonus payment is about to expire,1
Action required on your {0},1
{0} has been awarded to you,1
Calendar invitation for {0},0
February team meeting agenda,0
Your {0} has been updated,0
Payroll {0} processed,0
Flight {0} departure reminder,0
{0} training session scheduled,0
Expense report {0} submitted,0
Final notice: {0} expires today,1
Verification {0} completed,0
Your bonus payment is about to expire,1
Claim your free verification required today,1
Your {0} subscription renewed,0
Document {0} requires your approval,0
Click here to {0},1
Timesheet {0} recorded,0
License {0} renewed,0
Re-activate your {0} account,1
Order {0} shipped,0
Demo newsletter from your favorite blog,0
Click here to {0},1
{0} training session scheduled,0
Your {0} request approved,1
November attached for last month services,0
Performance {0} completed,0
Your {0} needs attention,1
Your {0} access will be revoked,1
Re-activate your {0} account,1
{0} validation needed today,1
{0} ticket booked,0
Limited time offer: itunes gift card,1
You have won steam wallet! Click the link now,1
License {0} renewed,0
You qualified for {0},1
Course {0} enrollment confirmed,0
Verification {0} completed,0
{0} validation needed today,1
{0} ticket booked,0
Contract {0} approved,0
Don't miss out on this special bonus,1
Verification {0} completed,0
{0} alert from security team,1
Certificate {0} issued,0
Contract {0} approved,0
Order {0} shipped,0
Your {0} has been updated,0
{0} pending confirmation,1
{0} has been awarded to you,1
Verify your instant rebate immediately,1
Certificate {0} issued,0
License {0} renewed,0
Re-activate your {0} account,1
Expense report {0} submitted,0
Document {0} requires your approval,0
Claim your free exclusive deal today,1
Unlock your {0} instantly,1
Your account requires digital asset,1
Your {0} has been updated,0
Your {0} password expires soon,0
Contract {0} approved,0
Stop! You are missing out on {0},1
Claim your free secret offer today,1
Your {0} has been updated,0
{0} requires immediate action,1
Your {0} request approved,1
Your account requires limited edition item,1
Budget {0} approved,0
Flight {0} departure reminder,0
{0} has been awarded to you,1
Receive {0} by clicking here,1
Payroll {0} processed,0
Expense report {0} submitted,0
Performance {0} completed,0
Tuesday newsletter from your favorite blog,0
Order {0} shipped,0
{0} requires immediate action,1
Hotel {0} reservation confirmed,0
License {0} renewed,0
Application {0} accepted,0
Urgent: Your investment opportunity will be blocked,1
New opportunity for {0},1
Special bank account just for you,1
Get cash back with this simple trick,1
Contract {0} approved,0
Act now to get lottery prize,1
Stop! You are missing out on {0},1
Stop! You are missing out on {0},1
Delivery {0} confirmed,0
You qualified for {0},1
Suspicious activity on your blockchain reward,1
March team meeting agenda,0
Unlock your {0} instantly,1
{0} opportunity ends today,1
Document {0} requires your approval,0
Confirm your {0} details,1
Standup appointment confirmed,0
Delivery {0} confirmed,0
Expense report {0} submitted,0
You have won limited edition item! Click the link now,1
{0} report is ready to view,0
Confirm your {0} details,1
New {0} available in your account,0
Your {0} needs attention,1
Secure your {0} instantly,1
{0} training session scheduled,0
Unlock your {0} instantly,1
Suspicious activity on your membership status,1
Budget appointment confirmed,0
Action required on your {0},1
Contract {0} approved,0
Verification {0} completed,0
Urgent: Your free vacation will be blocked,1
You have won special bonus! Click the link now,1
Timesheet {0} recorded,0
Get hidden benefit with this simple trick,1
Final notice: {0} expires today,1
Action required on your {0},1
{0} opportunity ends today,1
{0} validation needed today,1
3pm newsletter from your favorite blog,0
Special password just for you,1
Your {0} access will be revoked,1
Stop! You are missing out on {0},1
Application {0} accepted,0
Re-activate your {0} account,1
Action required on your {0},1
Certificate {0} issued,0
Receive {0} by clicking here,1
Don't miss out on this exclusive access,1
Invoice {0} processed successfully,0
Urgent: Your membership status will be blocked,1
2pm attached for last month services,0
Meeting scheduled at 2pm,0
Hotel {0} reservation confirmed,0
{0} notification alert,1
Project deadline extended to Q2,0
December newsletter from your favorite blog,0
Status update on {0} project,0
January with colleagues at January,0
Exclusive {0} for VIP members,1
Don't miss out on this premium upgrade,1
Secure your {0} instantly,1
Flight {0} departure reminder,0
Don't miss out on this security code,1
Application {0} accepted,0
{0} validation needed today,1
Verification {0} completed,0
Unlock your {0} instantly,1
Performance {0} completed,0
Special cash back just for you,1
Invoice {0} processed successfully,0
Your {0} subscription renewed,0
Receive {0} by clicking here,1
You qualified for {0},1
New opportunity for {0},1
Claim your free itunes gift card today,1
Flight {0} departure reminder,0
4pm attached for last month services,0
Update your emergency update now,1
Your payment confirmation is about to expire,1
Exclusive {0} for VIP members,1
Verification {0} completed,0
Urgent: Your itunes gift card will be blocked,1
Expense report {0} submitted,0
Congratulations! Claim your unlimited credits today,1
Confirm your {0} details,1
Calendar invitation for {0},0
{0} alert from security team,1
Delivery {0} confirmed,0
{0} report is ready to view,0
You qualified for {0},1
Team {0} scheduled for tomorrow,0
Verify your free vacation immediately,1
Review {0} feedback sent,0
New {0} available in your account,0
Flight {0} departure reminder,0
Order {0} shipped,0
Special hidden benefit just for you,1
Meeting scheduled at Team,0
Secure your {0} instantly,1
8am newsletter from your favorite blog,0
{0} alert from security team,1
{0} alert from security team,1
{0} notification alert,1
Calendar invitation for {0},0
Unlock your {0} instantly,1
Don't miss out on this money transfer,1
License {0} renewed,0
Stop! You are missing out on {0},1
Payroll {0} processed,0
Secure your {0} instantly,1
Expense report {0} submitted,0
Your {0} subscription renewed,0
Status update on {0} project,0
Review {0} feedback sent,0
Click here to {0},1
Hotel {0} reservation confirmed,0
Delivery {0} confirmed,0
Urgent: Your personal details will be blocked,1
Budget {0} approved,0
Wednesday dinner tonight at home,0
Suspicious activity on your account access,1
Verification {0} completed,0
Calendar invitation for {0},0
Re-activate your {0} account,1
Get roblox tokens with this simple trick,1
Action required on your {0},1
Your {0} subscription renewed,0
Budget {0} approved,0
Re-activate your {0} account,1
Act now to get inheritance,1
Update your account suspension now,1
Reminder your 8am is tomorrow,0
Hotel {0} reservation confirmed,0
{0} alert from security team,1
New opportunity for {0},1
Act now to get unusual activity,1
Your {0} has been updated,0
Order {0} shipped,0
{0} training session scheduled,0
Performance {0} completed,0
Your {0} has been updated,0
9am dinner tonight at home,0
Special paypal credit just for you,1
Get bitcoin payment with this simple trick,1
Budget appointment confirmed,0
Status update on {0} project,0
{0} notification alert,1
Your {0} subscription renewed,0
{0} validation needed today,1
Contract {0} approved,0
{0} has been awarded to you,1
Certificate {0} issued,0
September attached for last month services,0
Certificate {0} issued,0
Act now to get free vacation,1
Evening newsletter from your favorite blog,0
{0} opportunity ends today,1
Reminder your 7am is tomorrow,0
Your account requires payment method,1
New opportunity for {0},1
Stop! You are missing out on {0},1
Urgent: Your credit card will be blocked,1
Unlock your {0} instantly,1
Get exclusive deal with this simple trick,1
Your {0} request approved,1
Update your digital asset now,1
Suspicious activity on your nft collection,1
Reminder your Tuesday is tomorrow,0
You have won free vacation! Click the link now,1
Meeting scheduled at Agenda,0
Review {0} feedback sent,0
Confirmation {0} email sent,0
Order {0} shipped,0
Meeting scheduled at Invoice,0
Confirm your {0} details,1
Claim {0} within 24 hours,1
Congratulations you are selected for {0},1
Hotel {0} reservation confirmed,0
{0} notification alert,1
Exclusive {0} for VIP members,1
Your {0} needs attention,1
Your {0} subscription renewed,0
Status update on {0} project,0
Application {0} accepted,0
Claim your free bank account today,1
Contract {0} approved,0
Review {0} feedback sent,0
Special credit card just for you,1
Panel with colleagues at Panel,0
Receipt newsletter from your favorite blog,0
Course {0} enrollment confirmed,0
{0} ticket booked,0
Don't miss out on this security code,1
Exclusive {0} for VIP members,1
Update your special bonus now,1
Your {0} subscription renewed,0
{0} validation needed today,1
You qualified for {0},1
{0} validation needed today,1
{0} validation needed today,1
Limited time offer: verification required,1
Exclusive {0} for VIP members,1
Confirmation {0} email sent,0
Timesheet {0} recorded,0
You have won bitcoin payment! Click the link now,1
Project deadline extended to Lecture,0
Expense report {0} submitted,0
Invoice {0} processed successfully,0
{0} alert from security team,1
{0} ticket booked,0
Calendar invitation for {0},0
{0} pending confirmation,1
Timesheet {0} recorded,0
Document {0} requires your approval,0
Don't miss out on this nft collection,1
Meeting notes {0} attached,0
Click here to {0},1
Unlock your {0} instantly,1
Budget {0} approved,0
Receive {0} by clicking here,1
{0} ticket booked,0
Don't miss out on this roblox tokens,1
Claim {0} within 24 hours,1
Expense report {0} submitted,0
New opportunity for {0},1
Afternoon dinner tonight at home,0
Review {0} feedback sent,0
June team meeting agenda,0
{0} training session scheduled,0
Act now to get hidden benefit,1
Final notice: {0} expires today,1
Status update on {0} project,0
Application {0} accepted,0
Invoice {0} processed successfully,0
Stop! You are missing out on {0},1
Performance {0} completed,0
Congratulations you are selected for {0},1
Team {0} scheduled for tomorrow,0
Standup dinner tonight at home,0
Meeting notes {0} attached,0
Delivery {0} confirmed,0
Conference attached for last month services,0
Click to receive your {0},1
Claim {0} within 24 hours,1
{0} has been awarded to you,1
Verify your unlimited credits immediately,1
Your {0} request approved,1
Team {0} scheduled for tomorrow,0
Confirm your {0} details,1
Update your blockchain reward now,1
May with colleagues at May,0
Receive {0} by clicking here,1
Your {0} has been updated,0
Summit with colleagues at Summit,0
Claim your free prize money today,1
Payroll {0} processed,0
{0} alert from security team,1
Order {0} shipped,0
Unlock your {0} instantly,1
Click here to {0},1
{0} training session scheduled,0
Timesheet {0} recorded,0
{0} report is ready to view,0
Verify your exclusive access immediately,1
Delivery {0} confirmed,0
Order {0} shipped,0
Team {0} scheduled for tomorrow,0
Your {0} access will be revoked,1
Special membership status just for you,1
Your {0} has been updated,0
Suspicious activity on your unusual activity,1
You qualified for {0},1
Team {0} scheduled for tomorrow,0
Hotel {0} reservation confirmed,0
{0} has been awarded to you,1
Demo with colleagues at Demo,0
Your account requires free vacation,1
Course {0} enrollment confirmed,0
Secure your {0} instantly,1
Click here to {0},1
Claim {0} within 24 hours,1
{0} requires immediate action,1
Meeting scheduled at Workshop,0
Budget {0} approved,0
Status update on {0} project,0
Your {0} password expires soon,0
Action required on your {0},1
Confirmation {0} email sent,0
Performance {0} completed,0
{0} alert from security team,1
Your {0} password expires soon,0
{0} alert from security team,1
Timesheet {0} recorded,0
Delivery {0} confirmed,0
Verify your premium upgrade immediately,1
Meeting scheduled at July,0
Don't miss out on this payment method,1
Status update on {0} project,0
Your {0} access will be revoked,1
Hotel {0} reservation confirmed,0
Payroll {0} processed,0
Status update on {0} project,0
You qualified for {0},1
{0} notification alert,1
Your {0} needs attention,1
Monthly team meeting agenda,0
Act now to get hidden benefit,1
Your {0} access will be revoked,1
{0} has been awarded to you,1
Special inheritance just for you,1
Act now to get nft collection,1
{0} notification alert,1
Get itunes gift card with this simple trick,1
Meeting scheduled at Workshop,0
{0} report is ready to view,0
Special nft collection just for you,1
Performance {0} completed,0
Secure your {0} instantly,1
Calendar invitation for {0},0
Team {0} scheduled for tomorrow,0
Congratulations you are selected for {0},1
Certificate {0} issued,0
Unlock your {0} instantly,1
Your {0} subscription renewed,0
Verification {0} completed,0
Final notice: {0} expires today,1
Congratulations! Claim your tax refund today,1
Status update on {0} project,0
{0} report is ready to view,0
Expense report {0} submitted,0
Final notice: {0} expires today,1
Invoice {0} processed successfully,0
Congratulations you are selected for {0},1
Complete {0} registration now,1
Special bitcoin payment just for you,1
{0} opportunity ends today,1
{0} ticket booked,0
Congratulations you are selected for {0},1
{0} pending confirmation,1
Expense report {0} submitted,0
You qualified for {0},1
Course {0} enrollment confirmed,0
Congratulations you are selected for {0},1
Flight {0} departure reminder,0
{0} requires immediate action,1
License {0} renewed,0
Your free vacation is about to expire,1
Status update on {0} project,0
Update your password now,1
Hotel {0} reservation confirmed,0
Complete {0} registration now,1
{0} pending confirmation,1
Expense report {0} submitted,0
{0} has been awarded to you,1
Confirmation {0} email sent,0
Limited time offer: money transfer,1
{0} training session scheduled,0
Expense report {0} submitted,0
{0} ticket booked,0
Application {0} accepted,0
Claim {0} within 24 hours,1
{0} opportunity ends today,1
9am attached for last month services,0
Timesheet {0} recorded,0
2pm attached for last month services,0
Application {0} accepted,0
{0} validation needed today,1
Verification {0} completed,0
Conference with colleagues at Conference,0
Application {0} accepted,0
Confirmation {0} email sent,0
You qualified for {0},1
Status update on {0} project,0
Claim {0} within 24 hours,1
You have won account access! Click the link now,1
7am attached for last month services,0
Timesheet {0} recorded,0
{0} alert from security team,1
Claim {0} within 24 hours,1
{0} report is ready to view,0
Hotel {0} reservation confirmed,0
Application {0} accepted,0
Application {0} accepted,0
Timesheet {0} recorded,0
Delivery {0} confirmed,0
Complete {0} registration now,1
New {0} available in your account,0
Contract {0} approved,0
Click here to {0},1
Kickoff team meeting agenda,0
{0} notification alert,1
Reminder your 4pm is tomorrow,0
Document {0} requires your approval,0
Calendar invitation for {0},0
Reminder your Afternoon is tomorrow,0
License {0} renewed,0
Permit {0} approved,0
{0} requires immediate action,1
Status update on {0} project,0
October dinner tonight at home,0
January newsletter from your favorite blog,0
Confirmation {0} email sent,0
{0} requires immediate action,1
Certificate {0} issued,0
Urgent: Your early bird discount will be blocked,1
Stop! You are missing out on {0},1
Application {0} accepted,0
Hotel {0} reservation confirmed,0
Secure your {0} instantly,1
Unlock your {0} instantly,1
Budget {0} approved,0
Congratulations you are selected for {0},1
Night attached for last month services,0
{0} alert from security team,1
Stop! You are missing out on {0},1
{0} training session scheduled,0
Exclusive {0} for VIP members,1
Standup attached for last month services,0
Suspicious activity on your special bonus,1
Your {0} has been updated,0
Receive {0} by clicking here,1
Order {0} shipped,0
Re-activate your {0} account,1
Urgent: Your membership status will be blocked,1
Urgent: Your special bonus will be blocked,1
Flight {0} departure reminder,0
{0} notification alert,1
Your {0} has been updated,0
Unlock your {0} instantly,1
Special amazon voucher just for you,1
Don't miss out on this amazon voucher,1
{0} opportunity ends today,1
Calendar invitation for {0},0
Team {0} scheduled for tomorrow,0
{0} report is ready to view,0
Tuesday attached for last month services,0
Status update on {0} project,0
You qualified for {0},1
{0} ticket booked,0
Conference dinner tonight at home,0
Final notice: {0} expires today,1
Meeting scheduled at Retrospective,0
Course {0} enrollment confirmed,0
Your {0} has been updated,0
{0} notification alert,1
Flight {0} departure reminder,0
Verify your limited edition item immediately,1
Claim {0} within 24 hours,1
2pm appointment confirmed,0
Timesheet {0} recorded,0
Complete {0} registration now,1
{0} opportunity ends today,1
Limited time offer: secret offer,1
Stop! You are missing out on {0},1
Unlock your {0} instantly,1
Claim your free blockchain reward today,1
{0} report is ready to view,0
Document {0} requires your approval,0
Congratulations you are selected for {0},1
Congratulations you are selected for {0},1
License {0} renewed,0
Congratulations! Claim your prize money today,1
Claim {0} within 24 hours,1
2pm dinner tonight at home,0
Suspicious activity on your bank account,1
Meeting notes {0} attached,0
Suspicious activity on your roblox tokens,1
Receive {0} by clicking here,1
Urgent: Your gift card will be blocked,1
Your {0} subscription renewed,0
Urgent: Your exclusive deal will be blocked,1
Get account suspension with this simple trick,1
You qualified for {0},1
Delivery {0} confirmed,0
Verify your limited edition item immediately,1
Performance {0} completed,0
Re-activate your {0} account,1
Contract {0} approved,0
Verification {0} completed,0
Unlock your {0} instantly,1
Flight {0} departure reminder,0
Your hidden benefit is about to expire,1
Meeting notes {0} attached,0
Performance {0} completed,0
Invoice {0} processed successfully,0
Stop! You are missing out on {0},1
{0} has been awarded to you,1
Action required on your {0},1
Special steam wallet just for you,1
Your {0} needs attention,1
{0} alert from security team,1
Final notice: {0} expires today,1
Status update on {0} project,0
Unlock your {0} instantly,1
Budget {0} approved,0
Expense report {0} submitted,0
Act now to get cash back,1
Urgent: Your steam wallet will be blocked,1
Performance {0} completed,0
Your {0} subscription renewed,0
Hotel {0} reservation confirmed,0
License {0} renewed,0
July team meeting agenda,0
Contract {0} approved,0
Congratulations! Claim your limited edition item today,1
Document {0} requires your approval,0
Team {0} scheduled for tomorrow,0
Exclusive {0} for VIP members,1
Claim {0} within 24 hours,1
{0} training session scheduled,0
Act now to get limited edition item,1
{0} pending confirmation,1
{0} opportunity ends today,1
Verification {0} completed,0
Congratulations you are selected for {0},1
Click here to {0},1
Timesheet {0} recorded,0
{0} notification alert,1
Your account requires gift card,1
Limited time offer: premium upgrade,1
Exclusive {0} for VIP members,1
Claim your free exclusive deal today,1
Final notice: {0} expires today,1
{0} pending confirmation,1
You qualified for {0},1
Night attached for last month services,0
August with colleagues at August,0
Confirm your {0} details,1
{0} has been awarded to you,1
Review {0} feedback sent,0
Congratulations you are selected for {0},1
Act now to get limited edition item,1
Document {0} requires your approval,0
Meeting scheduled at September,0
Confirm your {0} details,1
License {0} renewed,0
Claim your free free shipping today,1
Your {0} has been updated,0
{0} alert from security team,1
New {0} available in your account,0
Act now to get verification required,1
{0} notification alert,1
You have won itunes gift card! Click the link now,1
{0} report is ready to view,0
Document {0} requires your approval,0
Permit {0} approved,0
Confirmation {0} email sent,0
{0} alert from security team,1
Claim your free ethereum stake today,1
License {0} renewed,0
Contract {0} approved,0
Certificate {0} issued,0
Flight {0} departure reminder,0
December dinner tonight at home,0
New opportunity for {0},1
{0} ticket booked,0
2026 newsletter from your favorite blog,0
Q2 with colleagues at Q2,0
{0} notification alert,1
Your {0} request approved,1
Permit {0} approved,0
Performance {0} completed,0
Urgent: Your early bird discount will be blocked,1
Meeting attached for last month services,0
Status update on {0} project,0
Congratulations! Claim your limited edition item today,1
May team meeting agenda,0
Click here to {0},1
Click here to {0},1
You qualified for {0},1
{0} requires immediate action,1
Q4 team meeting agenda,0
Re-activate your {0} account,1
Confirmation {0} email sent,0
Suspicious activity on your fraud alert,1
Meeting scheduled at Kickoff,0
Update team meeting agenda,0
Confirmation appointment confirmed,0
Exclusive {0} for VIP members,1
Status update on {0} project,0
Claim {0} within 24 hours,1
{0} pending confirmation,1
8am with colleagues at 8am,0
Suspicious activity on your digital asset,1
Expense report {0} submitted,0
Unlock your {0} instantly,1
Your {0} subscription renewed,0
Urgent: Your bitcoin payment will be blocked,1
Limited time offer: tax refund,1
Flight {0} departure reminder,0
Delivery {0} confirmed,0
Confirm your {0} details,1
Your {0} subscription renewed,0
Limited time offer: verification required,1
Confirm your {0} details,1
Timesheet {0} recorded,0
2026 attached for last month services,0
Course {0} enrollment confirmed,0
Act now to get free shipping,1
Re-activate your {0} account,1
November attached for last month services,0
Exclusive {0} for VIP members,1
Don't miss out on this cash back,1
Special crypto reward just for you,1
Calendar invitation for {0},0
Click to receive your {0},1
Your account requires bitcoin payment,1
Timesheet {0} recorded,0
Review {0} feedback sent,0
May newsletter from your favorite blog,0
Congratulations! Claim your ethereum stake today,1
Congratulations! Claim your security code today,1
{0} opportunity ends today,1
Exclusive {0} for VIP members,1
Verify your credit card immediately,1
Application {0} accepted,0
Hotel {0} reservation confirmed,0
Your {0} request approved,1
You qualified for {0},1
Your account requires personal details,1
October newsletter from your favorite blog,0
License {0} renewed,0
Expense report {0} submitted,0
Secure your {0} instantly,1
Meeting scheduled at Seminar,0
Document {0} requires your approval,0
Your {0} access will be revoked,1
Q2 attached for last month services,0
Secure your {0} instantly,1
Flight {0} departure reminder,0
Verification {0} completed,0
Suspicious activity on your wire funds,1
Reminder your Invoice is tomorrow,0
Reminder your Discussion is tomorrow,0
Unlock your {0} instantly,1
Act now to get verification required,1
Expense report {0} submitted,0
{0} pending confirmation,1
{0} opportunity ends today,1
Claim {0} within 24 hours,1
Your {0} needs attention,1
Certificate {0} issued,0
Action required on your {0},1
License {0} renewed,0
Timesheet {0} recorded,0
Your {0} needs attention,1
Final notice: {0} expires today,1
{0} training session scheduled,0
Your {0} has been updated,0
Meeting scheduled at Confirmation,0
Action required on your {0},1
Limited time offer: limited edition item,1
Timesheet {0} recorded,0
Verify your itunes gift card immediately,1
You qualified for {0},1
Meeting notes {0} attached,0
Application {0} accepted,0
Suspicious activity on your exclusive deal,1
Payroll {0} processed,0
{0} training session scheduled,0
{0} validation needed today,1
Project deadline extended to Standup,0
Calendar invitation for {0},0
Timesheet {0} recorded,0
Team {0} scheduled for tomorrow,0
{0} has been awarded to you,1
Your account requires exclusive deal,1
You have won steam wallet! Click the link now,1
{0} training session scheduled,0
Limited time offer: exclusive deal,1
Timesheet {0} recorded,0
Your {0} request approved,1
Suspicious activity on your bank account,1
Flight {0} departure reminder,0
New opportunity for {0},1
Review {0} feedback sent,0
Don't miss out on this exclusive deal,1
Reminder your Agenda is tomorrow,0
Team {0} scheduled for tomorrow,0
Project deadline extended to Budget,0
8am attached for last month services,0
Expense report {0} submitted,0
Your {0} needs attention,1
Urgent: Your ethereum stake will be blocked,1
Secure your {0} instantly,1
New {0} available in your account,0
Your account requires bank account,1
Update your premium upgrade now,1
Hotel {0} reservation confirmed,0
License {0} renewed,0
Payroll {0} processed,0
Update your account access now,1
Your {0} access will be revoked,1
Your {0} needs attention,1
Budget {0} approved,0
Hotel {0} reservation confirmed,0
Payroll {0} processed,0
Expense report {0} submitted,0
{0} alert from security team,1
Application {0} accepted,0
Verify your nft collection immediately,1
Limited time offer: exclusive deal,1
{0} training session scheduled,0
Don't miss out on this payment confirmation,1
Your {0} subscription renewed,0
Confirmation {0} email sent,0
Special money transfer just for you,1
Friday team meeting agenda,0
Update your blockchain reward now,1
Discussion appointment confirmed,0
Your account requires lottery prize,1
Limited time offer: investment opportunity,1
Order {0} shipped,0
Exclusive {0} for VIP members,1
Get emergency update with this simple trick,1
Team {0} scheduled for tomorrow,0
Confirmation {0} email sent,0
{0} notification alert,1
{0} report is ready to view,0
Your {0} access will be revoked,1
Stop! You are missing out on {0},1
Get payment method with this simple trick,1
Budget {0} approved,0
Status update on {0} project,0
Click to receive your {0},1
Payroll {0} processed,0
Claim {0} within 24 hours,1
Timesheet {0} recorded,0
Don't miss out on this fraud alert,1
Secure your {0} instantly,1
Performance {0} completed,0
Receive {0} by clicking here,1
Suspicious activity on your payment confirmation,1
Congratulations! Claim your digital asset today,1
Delivery {0} confirmed,0
8am newsletter from your favorite blog,0
Certificate {0} issued,0
November dinner tonight at home,0
{0} ticket booked,0
Click to receive your {0},1
Act now to get bitcoin payment,1
Delivery {0} confirmed,0
Review {0} feedback sent,0
Hotel {0} reservation confirmed,0
Click here to {0},1
Review {0} feedback sent,0
Click here to {0},1
Your {0} has been updated,0
{0} report is ready to view,0
Reminder your Workshop is tomorrow,0
Hotel {0} reservation confirmed,0
Monthly team meeting agenda,0
Unlock your {0} instantly,1
Flight {0} departure reminder,0
Status update on {0} project,0
Delivery {0} confirmed,0
Status update on {0} project,0
Your {0} needs attention,1
Act now to get amazon voucher,1
Congratulations you are selected for {0},1
Meeting notes {0} attached,0
Application {0} accepted,0
{0} ticket booked,0
Confirm your {0} details,1
Reminder your Q2 is tomorrow,0
{0} alert from security team,1
Report attached for last month services,0
Review {0} feedback sent,0
Afternoon with colleagues at Afternoon,0
Flight {0} departure reminder,0
Review {0} feedback sent,0
Confirmation appointment confirmed,0
New {0} available in your account,0
Reminder your Agenda is tomorrow,0
{0} notification alert,1
Your {0} password expires soon,0
Payroll {0} processed,0
Limited time offer: membership status,1
Budget {0} approved,0
Team {0} scheduled for tomorrow,0
Expense report {0} submitted,0
Claim your free money transfer today,1
Order {0} shipped,0
Verify your digital asset immediately,1
You qualified for {0},1
Unlock your {0} instantly,1
Your {0} password expires soon,0
Project deadline extended to Weekly,0
Meeting notes {0} attached,0
Order {0} shipped,0
Click to receive your {0},1
Flight {0} departure reminder,0
Re-activate your {0} account,1
{0} report is ready to view,0
{0} requires immediate action,1
Timesheet {0} recorded,0
Budget {0} approved,0
New opportunity for {0},1
Your {0} subscription renewed,0
Project deadline extended to Q1,0
Action required on your {0},1
Get lottery prize with this simple trick,1
Certificate {0} issued,0
{0} has been awarded to you,1
{0} ticket booked,0
Hotel {0} reservation confirmed,0
{0} has been awarded to you,1
{0} notification alert,1
Don't miss out on this money transfer,1
Hotel {0} reservation confirmed,0
Retrospective with colleagues at Retrospective,0
Verification {0} completed,0
{0} alert from security team,1
Expense report {0} submitted,0
Congratulations you are selected for {0},1
Project deadline extended to August,0
Order {0} shipped,0
Meeting notes {0} attached,0
Exclusive {0} for VIP members,1
Your {0} has been updated,0
{0} has been awarded to you,1
Calendar invitation for {0},0
{0} requires immediate action,1
Order {0} shipped,0
Team {0} scheduled for tomorrow,0
Exclusive {0} for VIP members,1
Payroll {0} processed,0
Budget attached for last month services,0
Calendar invitation for {0},0
Meeting notes {0} attached,0
{0} training session scheduled,0
Claim {0} within 24 hours,1
Confirmation {0} email sent,0
Invoice {0} processed successfully,0
{0} opportunity ends today,1
10am dinner tonight at home,0
You have won bank account! Click the link now,1
Budget {0} approved,0
Your {0} has been updated,0
Morning dinner tonight at home,0
{0} notification alert,1
Re-activate your {0} account,1
Action required on your {0},1
Contract {0} approved,0
Urgent: Your special bonus will be blocked,1
You have won wire funds! Click the link now,1
Performance {0} completed,0
